nct_id,phase,why_stopped,start_date,category,phase_clean
NCT04221828,PHASE2,Lack of enrollment,2020-10-20,enrollment,PHASE2
NCT03053271,PHASE2,Slow enrollment,2017-04-13,enrollment,PHASE2
NCT02322853,PHASE2,lack of recruitment,Jan-15,enrollment,PHASE2
NCT05761301,"PHASE1, PHASE2",Business reasons (not safety related),2023-03-10,safety,PHASE2
NCT02814019,PHASE3,Interim analysis concluded to futility,Sep-16,unknown,PHASE3
NCT03854500,PHASE3,Per protocol safety analysis 200 patients showed a significant difference in bleeding rates between the two drug groups.,2019-10-28,safety,PHASE3
NCT05979831,"PHASE1, PHASE2",The study was terminated based on a business decision by the Sponsor.,2023-09-28,strategy/business,PHASE2
NCT06365437,PHASE2,"After enrolment was complete, and sufficient data was collected to fully characterize the highest dose cohort, study follow up was terminated by the sponsor for non-safety related reasons.",2021-06-06,safety,PHASE2
NCT02569801,PHASE2,"The Sponsor decided to halt the development of GDC-0810, but not due to any safety concerns.",2015-12-04,safety,PHASE2
NCT05306873,PHASE2,The study was closed due to slow enrollment.,2022-11-30,enrollment,PHASE2
NCT04501094,PHASE2,Because of the low accrual and the safety concerns we closed the study.,2020-10-26,safety,PHASE2
NCT03236311,PHASE2,(Recruitment was early terminated due to slow recruitment. Not linked to any safety concern.),2017-10-12,safety,PHASE2
NCT02728037,PHASE3,"Low Enrollment, Adoption of investigational treatment into standard practice at our center.",Apr-16,enrollment,PHASE3
NCT04438902,PHASE2,Many patients can't tolerate the combination treatment due to adverse events.,2020-12-12,safety,PHASE2
NCT03131453,"PHASE2, PHASE3",The study was terminated due to safety issues.,2017-08-03,safety,PHASE3
NCT04303845,PHASE2,difficulty with recruitment,2021-08-04,enrollment,PHASE2
NCT05329545,PHASE3,Study Terminated by Sponsor,2022-06-23,unknown,PHASE3
NCT04412772,PHASE3,"Per Queen's Regulatory Office, study is terminated or expired.",2020-06-12,unknown,PHASE3
NCT02288377,"PHASE2, PHASE3",Because of slow recruitment,Jan-15,enrollment,PHASE3
NCT03556202,PHASE3,The study was terminated due to a strategic business decision made by the Sponsor.,2018-09-03,strategy/business,PHASE3
NCT04582539,"PHASE1, PHASE2",Strategic Business Decision,2021-08-19,strategy/business,PHASE2
NCT03868839,PHASE2,Lack of funding,2019-02-01,unknown,PHASE2
NCT04939701,"PHASE1, PHASE2","The comprehensive assessment of other studies indicated the lack of significant monotherapy activity, therefore, team decided to terminate the study.",2021-12-23,unknown,PHASE2
NCT03635112,PHASE2,The study was terminated by the sponsor on 16 November 2021 after a planned review by the Independent Data Monitoring Committee.,2018-11-19,unknown,PHASE2
NCT03770728,PHASE3,"Sponsor decision to cancel TRIAL, not related to safety concern",2019-08-01,safety,PHASE3
NCT03055312,PHASE3,,2016-12-20,unknown,PHASE3
NCT03729245,PHASE3,Sponsor decision,2018-12-18,strategy/business,PHASE3
NCT03205995,PHASE3,Sponsor terminated study,2018-05-02,unknown,PHASE3
NCT04266301,PHASE3,"In December 2023, Novartis decided to terminate the sabatolimab clinical development program early after Phase II (MDS1) and Phase III (MDS2) studies failed to meet their primary objectives. The termination was not due to safety concerns.",2020-06-08,safety,PHASE3
NCT05670912,PHASE2,"Due to the inability to complete subject enrollment and follow-up as originally scheduled, coupled with funding shortages and overall strategic adjustments from the sponsor, the study was terminated on November 12, 2024.",2022-10-01,enrollment,PHASE2
NCT03247244,PHASE2,Recruitment/enrollment took too long,2018-01-15,enrollment,PHASE2
NCT04536532,"PHASE1, PHASE2",Company decision to discontinue trial,2020-10-09,strategy/business,PHASE2
NCT04272242,PHASE2,Opening of Arm 2 was dependent upon assessment of DTG pharmacokinetics (PK) data from participants in Arm 1. Arm 1 is complete and results are reported. Arm 2 was not conducted based on the Arm 1 PK assessment.,2021-02-27,safety,PHASE2
NCT02586961,"PHASE2, PHASE3",Removal of Adrénaline lots for safety reasons.,Oct-15,safety,PHASE3
NCT03230864,PHASE3,New data; the study was terminated based on new efficacy data from another study,2017-07-20,efficacy,PHASE3
NCT04849364,PHASE2,Funder Decision,2021-08-24,unknown,PHASE2
NCT05008835,PHASE2,Study was terminated for business reasons.,2021-07-20,strategy/business,PHASE2
NCT04019288,"PHASE1, PHASE2",PI Request,2019-12-03,unknown,PHASE2
NCT05037188,"PHASE1, PHASE2",Sponsor's decision,2021-08-10,unknown,PHASE2
NCT03134703,PHASE2,Poor recruitment,2017-02-27,enrollment,PHASE2
NCT03391050,"PHASE1, PHASE2",Target patient population - difficult to find patientes,2018-01-18,enrollment,PHASE2
NCT04024813,PHASE2,"Study was terminated as a precautionary measure due to histological findings in a nonalcoholic steatohepatitis (NASH) study (CB8025-21730, NCT03551522).",2019-11-12,unknown,PHASE2
NCT03715023,PHASE2,Practical issues that could not be resolved resulting in recruitment difficulties at sites.,2018-11-05,enrollment,PHASE2
NCT03745196,PHASE2,The study is being terminated early as a result of the coronavirus (COVID-19) outbreak.,2018-11-15,unknown,PHASE2
NCT02434146,"PHASE1, PHASE2",A company in China has decided to license the product,2015-05-14,unknown,PHASE2
NCT04438174,"PHASE1, PHASE2",Enrollment was halted prematurely after enrolling one participant due to difficulty finding eligible participants.,Aug-22,enrollment,PHASE2
NCT05315713,"PHASE1, PHASE2",Study was terminated due to Sponsor decision.,2022-05-10,strategy/business,PHASE2
NCT04042623,PHASE2,Business reasons,2019-11-27,strategy/business,PHASE2
NCT03714880,PHASE2,Slow recruitment compounded by COVID-19,2019-04-26,enrollment,PHASE2
NCT05860296,"PHASE1, PHASE2",Lack of efficacy and enrollment challenges,2023-05-31,efficacy,PHASE2
NCT04328246,PHASE3,Recruitment was not feasible at site.,2021-02-26,enrollment,PHASE3
NCT04358068,PHASE2,Slow enrollment and lack of community enthusiasm,2020-05-13,enrollment,PHASE2
NCT02624700,PHASE2,,2016-01-28,unknown,PHASE2
NCT03566511,PHASE2,Grant funding ended. NIDDK grant renewed without an MR aim. No plans to do future studies.,2018-06-12,unknown,PHASE2
NCT03263767,PHASE2,Security criteria (MTD),2018-01-15,unknown,PHASE2
NCT04809467,"PHASE1, PHASE2",A business decision was made to discontinue further enrollment. There were no safety concerns that contributed to this decision.,2021-09-16,safety,PHASE2
NCT05639192,PHASE3,Lack of patients,2022-11-03,enrollment,PHASE3
NCT06351644,"PHASE1, PHASE2",Study closure is due to insufficient supply of study drug.,2024-10-02,unknown,PHASE2
NCT02166658,PHASE2,"After a recruitment of more than 2 years, only 8 patients have been registered.",Aug-15,enrollment,PHASE2
NCT02707055,PHASE2,Early termination of the study due to the COVID-19 pandemic,2016-06-15,unknown,PHASE2
NCT02528318,PHASE2,Sponsor decision to terminate after 3 dosing groups,Aug-15,strategy/business,PHASE2
NCT02432690,PHASE2,,Jun-15,unknown,PHASE2
NCT02756013,PHASE2,Lack of accrual - terminated,2016-04-20,unknown,PHASE2
NCT02963610,"PHASE1, PHASE2",Study terminated prematurely due to funding/support being withdrawn by grantor,2017-03-29,unknown,PHASE2
NCT05272813,"PHASE1, PHASE2",The study is terminated due to major protocol revisions.,2022-04-28,operational,PHASE2
NCT03737123,PHASE2,Lack of accrual,2018-12-19,unknown,PHASE2
NCT03302585,PHASE2,inability to meet recruitment goals,2017-11-23,enrollment,PHASE2
NCT03250689,PHASE2,Study terminated due to a change in the benefit-risk profile for danirixin in COPD.,2017-11-15,unknown,PHASE2
NCT02387697,"PHASE2, PHASE3",Safety concerns,Jan-15,safety,PHASE3
NCT03510455,PHASE2,Study was stopped early due to a greater than expected incidence of ocular AEs and analysis of the data from the first 4 subjects indicating that the likelihood of permanent remission with this therapy was low.,2019-02-27,unknown,PHASE2
NCT04591808,PHASE3,for strategic reasons,2021-09-09,unknown,PHASE3
NCT02822482,"PHASE1, PHASE2",futilty of the treatment,Jun-16,unknown,PHASE2
NCT04854434,PHASE2,Sponsor decision,2021-06-29,strategy/business,PHASE2
NCT04729348,PHASE2,Planned interim analysis,2021-03-08,unknown,PHASE2
NCT04345848,PHASE3,Low recruitement,2020-04-28,enrollment,PHASE3
NCT02410343,PHASE3,Business decision,2015-04-30,strategy/business,PHASE3
NCT04635735,"PHASE1, PHASE2",Lack of accrual,2020-01-12,unknown,PHASE2
NCT02829814,PHASE3,"For business reason unrelated to safety or tolerability,Tonix discontinued this study.",2016-07-22,safety,PHASE3
NCT04910152,"PHASE1, PHASE2",Sponsor decision,2022-04-19,strategy/business,PHASE2
NCT02955147,"PHASE1, PHASE2",Inefficacy,2016-12-01,efficacy,PHASE2
NCT02279576,PHASE2,The low recruitment of patients will not allow to complete the study with the required number of patients within reasonable time.,Jan-15,enrollment,PHASE2
NCT05397171,"PHASE1, PHASE2","This study was terminated early as per protocol Section 4.4, based on overall risk-benefit profile observed to date. No safety concerns reported. Only Substudy 1 Part A was started; Parts B \& C were not started. Entire Master Protocol was terminated.",2022-06-07,safety,PHASE2
NCT03396471,PHASE2,Study failed to meet its interim analysis endpoint,2018-02-01,unknown,PHASE2
NCT03377309,PHASE2,Study halted due to adverse events,2019-12-01,safety,PHASE2
NCT04499235,PHASE2,"The study was prematurely terminated by the Sponsor due to operational challenges stemming from the coronavirus disease 2019 (COVID-19) pandemic, treatment limitations, rarity of the disease, and drug supply considerations.",2020-01-30,operational,PHASE2
NCT02777489,PHASE2,Unproven hypothesis,2016-02-18,unknown,PHASE2
NCT05049850,PHASE2,"Company decision, not due to any safety reason",2022-12-16,safety,PHASE2
NCT03465891,PHASE2,Low accrual and lack of funding.,2018-03-09,unknown,PHASE2
NCT03430063,PHASE2,Business decision,2018-05-29,strategy/business,PHASE2
NCT04610684,PHASE2,Lack of Enrollment,2021-01-05,enrollment,PHASE2
NCT03311126,PHASE2,slow accrual,2017-09-29,unknown,PHASE2
NCT03278626,"PHASE1, PHASE2",The study was stopped earlier than anticipated due to slow accrual,2017-06-27,unknown,PHASE2
NCT02531308,PHASE2,poor accrual,Jul-15,unknown,PHASE2
NCT03334240,PHASE2,Lack of effect in interim analysis,2017-10-05,efficacy,PHASE2
NCT03040765,PHASE3,failed to recruit eligible subjects,2018-05-14,enrollment,PHASE3
NCT02369900,PHASE2,"Funding expired, low enrollments",Mar-15,enrollment,PHASE2
NCT04785365,PHASE2,"The long-term follow-up of patients is being migrated to the original (parent) study protocols (Trial ID: ATX-NS-001 / NCT: NCT04032847;Trial ID: ATX-ME-001 / NCT: NCT03997474). Consequently, the ATX-LTFU-001 study is being terminated by the Sponsor.",2022-06-01,enrollment,PHASE2
NCT02550028,"PHASE1, PHASE2","The study was concluded as planned upon reaching its predetermined endpoint, which included the completion of data collection and achievement of the necessary sample size for statistical significance.",2015-09-01,unknown,PHASE2
NCT04442230,PHASE2,Enrollment,2020-10-10,enrollment,PHASE2
NCT03487198,PHASE3,"In consideration of the progress now and the expected enrollment in the next few years,the NDA will not be acquired before the patent went out.",2018-05-30,enrollment,PHASE3
NCT05889793,"PHASE2, PHASE3",The study was terminated due to insufficient participant enrollment resulting from a lower-than-expected number of COVID-19 cases,2024-05-15,enrollment,PHASE3
NCT04958993,"PHASE1, PHASE2",High incidence of severe radiation pneumonia,2020-11-12,unknown,PHASE2
NCT03259308,PHASE3,Sponsor decision to discontinue the SHP647 (ontamalimab) clinical trial development program for inflammatory bowel diseases (IBD) early.,2017-12-05,strategy/business,PHASE3
NCT04218825,PHASE2,"After an extensive assessment of the study feasibility, it was decided to discontinue the clinical trial due to poor recruitment.",2022-03-29,enrollment,PHASE2
NCT04311489,PHASE2,Interim analysis showing safety concerns,2020-08-01,safety,PHASE2
NCT03277352,"PHASE1, PHASE2",The study was terminated due to emergent data from another study and unrelated to safety.,2017-11-21,safety,PHASE2
NCT03152552,PHASE2,This study terminated prematurely because of slow enrollment,2017-07-25,enrollment,PHASE2
NCT04130438,PHASE2,"Low recruitment, insufficient funding",2020-10-15,enrollment,PHASE2
NCT02867878,PHASE2,inability to recruiti a sufficient number of patients,Aug-16,enrollment,PHASE2
NCT04612725,PHASE2,Study did not meet primary endpoint,2020-10-27,unknown,PHASE2
NCT05116917,PHASE2,Based on the precpecified interim analysis the predictive probability was below 10% for the prespecified endpoint.,2021-11-05,unknown,PHASE2
NCT02631148,PHASE2,"International shortage of the chemical para-aminohippuric acid (PAH) due to manufacturing changes, led to inability to perform key measurements to meet trial objectives",Jan-16,unknown,PHASE2
NCT06069778,"PHASE1, PHASE2",Sponsor decision,2024-03-27,strategy/business,PHASE2
NCT05725343,PHASE3,"Novartis has decided to terminate the trial due to the recent results made available from the Novartis CANOPY A study (CACZ885T2301), this decision is not related to any safety data for Canakinumab",2022-02-03,safety,PHASE3
NCT02742090,PHASE2,(Strategic/Business Decision),2016-04-21,strategy/business,PHASE2
NCT03793010,PHASE3,By Sponsor due to occurrences of incomplete study drug administration,2018-12-12,unknown,PHASE3
NCT05501548,PHASE2,"The study was terminated by the IRB due to low accrual,",2023-06-30,unknown,PHASE2
NCT02598778,PHASE2,Study discontinued early due to time constraints and lack of selectivity in agar used in the identification of the target (Streptococcus mutans). Only 12 participants out of a planned 40 were enrolled.,2015-11-01,enrollment,PHASE2
NCT04287478,"PHASE1, PHASE2",Study terminated due to a change in development strategy.,2020-12-09,strategy/business,PHASE2
NCT04402385,PHASE2,Unable to recruit.,2020-08-06,enrollment,PHASE2
NCT05617313,PHASE2,Study did not meet the criteria for continuation after interim analysis,2023-02-17,unknown,PHASE2
NCT03109613,"PHASE1, PHASE2",Inadequate enrollment,2016-04-11,enrollment,PHASE2
NCT01482559,PHASE3,Study ceased enrolling due to poor overall recruitment. Long-term follow up of enrolled participants ongoing.,Feb-15,enrollment,PHASE3
NCT04800627,"PHASE1, PHASE2",Per PI,2021-03-29,unknown,PHASE2
NCT02415608,PHASE2,Slow accrual,Mar-15,unknown,PHASE2
NCT04847440,PHASE2,Terminated by the Sponsor,2021-03-30,unknown,PHASE2
NCT03861182,PHASE3,Lack of staff,2019-09-12,unknown,PHASE3
NCT03149679,PHASE2,The study was discontinued after the first pre-planned interim analysis due to insufficient response rates.,2017-05-09,unknown,PHASE2
NCT03433703,PHASE2,Study recruitment was stopped due to difficulty in enrolling the targeted number of participants.,2018-04-26,enrollment,PHASE2
